1	1382,7707,9034,908,1
2	8476,1737,8217,649,3563
3	8534,1522,4040,640,2150
4	8310,5314,2271,6229,7461
5	111,602,706,476,250
6	8089,6473,3522,5228,7192
7	137,4327,1509,5928,488
8	9597,6914,3371,7120,8367
9	97,4599,62,1466,3602
10	79,6577,467,4181,8513
11	23,6771,8841,9595,9275
12	4044,5726,12,7066,3461
13	9563,7741,8761,5650,5910
14	3233,1001,4724,9647,6293
15	8843,2018,7159,6305,8974
16	5973,4576,5961,439,8184
17	9097,8549,8947,48,1564
18	18,3224,833,2473,5493
19	19,7504,4097,985,2926
20	5456,5586,7015,5455,8944
21	8491,101,1896,2373,7241
22	1836,9769,8141,6582,520
23	11,6771,9595,8841,9275
24	4837,7659,6506,1914,3219
25	451,1271,361,5324,4274
26	9191,1787,3085,2062,1026
27	2103,5325,2367,753,3486
28	168,2146,2248,8763,5455
29	1702,5753,4361,6933,5871
30	4503,8517,4710,7056,2654
31	1511,669,1364,2515,6827
32	7792,5729,4291,540,4380
33	5931,8271,5764,7654,3944
34	7976,9448,2501,1268,8595
35	3854,3223,4927,4822,1993
36	7765,8042,181,83,8912
37	6782,8584,5037,5467,7293
38	5289,38,8034,7412,6714
39	8998,4107,4425,1282,4605
40	6897,5884,8774,5837,7674
41	41,8389,7100,4167,8399
42	5392,773,6517,1647,9221
43	5571,6321,59,4006,784
44	44,2604,8036,2310,659
45	3494,1553,8678,656,1423
46	4711,4836,388,1671,776
47	7010,6925,5628,7655,3206
48	2360,8947,8549,6832,17
49	3508,9067,164,4971,6558
50	3754,8200,9262,6346,166
51	3084,5806,3156,5957,6380
52	7128,4475,8901,4820,5598
53	2977,705,1617,1026,9593
54	8172,4913,6860,6026,9140
55	9497,1164,8787,5722,928
56	4585,7507,102,6554,8890
57	1037,2346,9278,2693,9597
58	7059,5293,6889,7438,4911
59	4006,5571,6321,43,784
60	8540,1924,2601,5305,231
61	3438,5941,6532,6814,1342
62	1466,9,4599,97,8682
63	63,2407,8541,8170,156
64	64,429,1460,6305,9548
65	4039,1333,4510,4932,3596
66	66,3212,2678,3021,4048
67	615,4969,5223,6554,5187
68	1143,499,4386,2105,6224
69	6121,9198,7788,363,6631
70	2838,5684,1080,1922,2710
71	9462,3443,3371,8367,2247
72	196,2937,3331,2274,996
73	8183,8295,9762,5633,5442
74	1025,7560,8484,8782,4707
75	9164,4522,1766,4154,3392
76	891,3537,5953,5465,3105
77	3852,2634,3815,4427,2767
78	1499,9782,7256,7901,5584
79	9261,6649,7198,467,6274
80	3354,4204,7657,9449,1150
81	1580,9665,6761,7142,4658
82	5654,4477,1029,4197,8613
83	889,3719,36,3001,117
84	7586,1305,6848,6150,1929
85	5411,1332,3826,2078,2816
86	2691,4397,9763,1874,5967
87	1293,1170,8453,7757,1391
88	4089,1784,4591,2388,6447
89	89,3320,6528,6159,3934
90	8240,6397,4280,6136,4783
91	6978,2823,6828,2546,4723
92	7013,5407,940,1512,1416
93	93,2400,495,9306,7889
94	5308,4321,7768,1484,7262
95	2133,4669,8737,9517,2174
96	1762,7628,4368,9380,2477
97	4599,9,1466,62,5812
98	6024,6809,4245,1176,8598
99	2582,9467,6953,6237,2005
100	6105,4078,6477,5337,6067
101	7973,21,8491,2546,5623
102	8890,5906,5420,3153,2859
103	8846,3968,3992,6074,812
104	1437,5599,8034,5289,38
105	8690,1537,2224,5238,3973
106	3510,6430,8345,5576,305
107	2866,7391,9278,6296,1651
108	949,7388,2523,1694,6489
109	242,2149,8510,7216,2223
110	8725,4233,9577,8726,7821
111	111,602,706,476,250
112	6638,8113,122,4415,372
113	1757,8364,5302,6378,6249
114	2610,5284,5755,4576,208
115	9504,9011,2668,8373,4891
116	1233,8450,1298,380,8640
117	7118,83,4103,2969,3719
118	4641,1822,456,2517,4562
119	3480,6765,2846,4790,1542
120	5189,1086,9602,1380,9713
121	157,680,799,716,571
122	372,4415,3688,112,6638
123	3778,7891,5735,2385,8677
124	1070,6250,7700,4902,915
125	4158,9126,1613,8026,2994
126	126,5879,9006,8776,5408
127	7898,9446,1793,3055,4328
128	5320,6705,3441,8536,8093
129	688,4224,8581,9212,1317
130	6453,7242,5891,4322,3196
131	6602,7799,245,9021,7088
132	5807,7537,7541,4031,9432
133	2499,4645,2012,6672,3665
134	1386,7107,1526,2391,4289
135	5350,690,471,3382,3584
136	1527,7436,4394,7064,7000
137	7,4327,1891,5928,5063
138	1387,8935,6078,1281,2015
139	5227,3943,8982,9580,4285
140	199,3377,409,687,8451
141	7922,1241,1288,6290,5009
142	5458,3445,5994,2045,6789
143	9135,6793,2084,2454,5339
144	9549,3100,8467,1600,3828
145	9675,225,1969,9546,9790
146	9147,805,7923,7519,1357
147	6000,5661,4972,2957,6784
148	5113,6254,5562,5343,876
149	7427,4940,7529,2832,6440
