17821	12483,1139,1161,16326,9376,12818,17936,16256,7685,9092,7962,18026,7667,18035,8208,6424,14122,15234,8598,11635
17822	17818,16204,3974,5204,4597,3199,3394,17610,259,2313,1546,373,2887,5172,3290,13040,7910,15292,7208,5517
17823	16777,18969,861,8449,3047,3787,5604,6639,8529,13660,16275,4329,3216,17328,5353,15862,5760,14758,7062,4304
17824	16863,8452,18486,7076,18132,11695,17146,17011,3080,11359,4978,7663,10135,10139,9957,17331,18755,3989,6837,18138
17825	5275,12779,13010,12094,15126,2825,12256,14166,5790,4555,4655,17596,6714,16116,18204,3638,4195,4782,14673,17624
17826	9004,9555,8976,13113,10837,6618,7915,16477,9368,10839,16516,10164,7145,17000,14913,13017,8629,10285,7144,11003
17827	7151,9662,8957,7465,15133,7619,7202,18813,12373,12540,12858,14097,10862,17181,7439,13353,10187,7196,6644,6736
17828	16664,6997,17943,18254,7360,6333,9940,9040,10191,15431,7511,2291,13311,1986,7523,11885,14095,371,16550,6899
17829	17829,18220,10704,8361,7605,11614,9749,5939,18201,18978,7336,7676,8130,11266,9285,16785,14945,10749,18416,16755
17830	17830,6729,9483,8438,16669,16578,7936,18111,11159,13323,12536,15427,16358,12510,6803,6428,8052,9420,9497,10312
17831	2872,1852,6097,10191,8531,17875,3555,11737,8731,4793,1552,1460,238,18841,12693,11748,15729,13285,18212,145
17832	16965,7426,17832,8081,17323,16408,17342,18575,6606,8330,12379,14670,18855,17964,14891,6598,6276,13985,16313,6717
17833	16514,16465,12921,12991,11304,2619,10899,10737,2266,1586,13076,14763,5386,15967,8539,6821,10827,1082,14894,1611
17834	15157,10789,10434,13804,12739,10854,15376,18697,10032,6728,9135,16801,16800,15171,5838,12149,15063,8593,14634,9227
17835	17835,13510,7741,5860,12254,17342,18575,14670,18855,6598,14891,17964,7856,12301,8500,14337,132,12379,6606,8330
17836	17836,8184,9154,9114,10785,9364,8382,9055,11445,11993,9328,7270,10625,8075,14429,8488,9747,15153,10447,10148
17837	11461,974,8725,10161,4168,4357,12184,4761,1923,18737,3412,4807,4716,5760,16137,6419,3216,3103,12940,6143
17838	17838,14041,2844,235,18981,10581,18375,1431,2033,15009,15383,14103,14493,18200,4685,12567,10643,8238,7123,7055
17839	18188,18870,7690,9459,9037,16530,14646,11390,10042,14880,9185,8588,18660,10009,9117,10676,18255,7675,17901,6917
17840	17840,15532,6573,18988,16688,8940,18105,7620,6610,7951,6128,14570,10319,6322,12064,6156,7203,6079,8863,5532
17841	12752,2954,5321,4202,3851,7557,7831,10446,7296,9053,11278,13282,12141,10321,1355,17908,14767,18861,17541,5569
17842	15516,16344,14331,7879,17870,15095,16996,18970,306,2003,1766,11651,6847,3412,12184,9014,11822,6419,6183,14809
17843	15174,6887,16161,15998,5436,539,11502,13773,570,2515,902,16094,3888,5031,4647,10113,9466,4486,17458,12005
17844	8323,8963,11948,17140,12092,16416,7467,8499,726,9137,7125,8576,1165,4124,14340,18406,11895,17160,11640,7174
17845	17968,3678,3910,8575,17260,12824,15914,10487,11544,7162,9605,3798,17983,11934,4324,12047,13375,18789,6429,16138
17846	3152,10005,4259,7752,11809,13332,14448,15813,4835,16824,8679,18198,13692,10543,13551,3072,10549,2902,9611,1194
17847	1312,1804,5750,3799,3562,8328,11308,6962,7715,9467,9082,11424,15517,5193,4355,1145,1990,7879,8484,3603
17848	17848,12133,1504,1341,13488,6770,17921,12310,13928,17962,14232,11921,4088,12624,5366,6001,4294,1460,238,12042
17849	7648,16849,16380,8049,10962,10493,11238,9400,9334,11982,9122,6997,18553,11585,5811,13129,18257,9401,17292,6670
17850	7268,4356,11509,18388,15822,9480,7668,7614,6306,10292,7679,3607,3146,17733,5286,5859,8925,4272,3259,17422
7981	18539,16556,10260,14934,8185,15168,12609,14491,6759,17038,6480,6481,7957,12889,13446,592,14188,10777,2886,774
7982	9577,13284,8234,8596,8401,8400,17361,16642,6646,7214,16918,6266,9535,9819,12747,8429,6525,17915,15246,16030
7983	15878,2248,16914,1203,1053,8518,18107,9656,14191,1606,16941,18215,6340,18406,10126,6623,132,2,5454,12708
7984	10445,10814,16972,8285,18013,7676,7336,8130,8964,8336,18734,8226,15604,18455,11651,6847,11201,11428,9897,7324
7985	13957,15421,10532,426,4290,17996,8560,11434,4967,14475,11433,18373,12553,4727,3788,4994,3669,3090,17801,15741
7986	7825,16238,13373,8963,10786,9842,1474,10996,9581,17240,17663,13090,7230,6087,1769,2575,1434,726,423,382
7987	12255,7987,16269,12587,16990,14710,12996,13559,13876,13861,14644,15228,14589,12552,2105,2462,7605,8361,7676,8130
7988	9218,11096,9512,7761,8774,16636,16971,12958,15092,6279,13499,6170,9079,16966,7673,6053,8816,3677,4739,3705
7989	14574,13916,3491,17389,2973,14535,2685,4051,4050,642,11268,17875,1983,16096,16095,18495,10394,3646,15334,11404
7990	6921,10965,6091,3712,18249,11576,7875,12689,7243,9545,8857,15511,6505,9989,9708,14234,6615,18959,7567,17874
7991	16817,7442,6402,13987,8228,11904,8307,6360,9834,14804,9153,9251,6852,6763,9021,6034,9189,18618,6435,7760
7992	1403,7594,3954,12876,12827,14096,16756,859,1023,10283,12638,18520,18420,1420,7328,1016,17317,9243,16941,1606
7993	15261,12848,15444,14433,3200,9256,9832,12570,12649,14266,17061,6660,14222,17673,4898,8,15524,5833,9466,15632
7994	2717,4238,3668,9951,18548,17961,8107,10056,16929,9329,9066,16447,18893,8779,7140,9292,18376,8558,11706,6785
7995	12841,9036,7995,14512,17213,8852,17131,14339,9029,14071,6353,17291,13241,11089,7335,10618,8474,9064,13758,18645
7996	3567,17559,11407,15931,17558,16030,17019,3322,3074,16190,3458,4114,5690,4768,4834,3866,6241,15924,4488,15703
7997	4211,236,5140,12401,15242,15850,9640,10659,14691,12616,14810,5692,15319,11334,18815,4659,4849,16705,14417,17968
7998	14137,7998,14098,13553,12211,13712,14164,18122,15397,15368,8113,14273,10774,12909,2892,2630,889,14196,13223,15255
7999	14554,12859,18876,10745,16995,11507,18103,9343,18426,8922,18863,17887,8640,6568,18340,12166,6574,18060,7746,9061
8000	6576,8614,18661,17366,6387,9167,12055,10039,9403,12654,7184,10924,7506,10422,7487,6815,13048,15226,13891,12658
8001	6897,8807,13525,12140,15077,8251,9286,6267,7631,8691,7659,10275,15229,12467,11610,6329,14416,9357,7759,7810
8002	15853,17382,8550,13380,1871,43,93,71,7868,6558,8837,10408,7007,3080,14649,7042,9030,13159,13438,17095
8003	9803,13731,18290,6128,6322,7951,14570,10319,6156,12064,13160,6667,9790,17272,17160,9925,6776,8986,8646,11948
8004	8004,12493,7928,11811,6127,15814,16355,6171,13993,12791,11070,18603,8262,13465,10251,10324,15238,16343,14459,6384
8005	16769,13797,2593,15069,9373,11352,13877,16258,8933,14129,13612,16483,1285,2383,12609,15168,14491,14934,8185,7981
8006	14446,18772,13925,9219,8648,8496,18832,6025,8248,16394,8412,6451,9951,8057,8518,6340,6785,13982,5975,18897
8007	5940,11660,8073,6980,13281,9027,18228,16346,10634,10886,10959,14534,11622,9426,11776,14140,10771,7602,16647,9037
8008	16366,17418,17253,14027,11111,11703,12244,9769,13590,17180,6574,12166,6568,8640,14997,18103,11507,2019,9343,13617
8009	12919,17106,16905,8993,13798,9340,112,493,2848,2827,17972,9204,8664,11541,18,12349,18609,13347,14887,11857
8010	9458,11354,9712,7508,10155,16591,16592,7155,16986,18206,18237,8255,10144,7714,17370,10217,6027,10563,8351,16913
9241	9241,10864,15876,15359,7486,11396,7027,3381,5473,9890,13400,15321,11654,17051,9627,12706,7172,14509,11920,9469
9242	13760,6782,7874,8447,11229,9493,7104,7139,18349,17894,17895,16810,9478,9199,13444,10925,6809,6161,6652,7933
9243	12882,13748,13348,17099,14089,10518,15613,18602,18951,1403,13132,10011,2154,859,12716,8287,18360,6115,12138,8665
9244	9244,18152,11595,18473,7178,6361,8782,7813,11099,9675,6839,6411,9610,16742,11572,9418,8182,16948,5302,13800
9245	7456,9465,16786,10373,18091,18092,16510,11404,6384,18895,14486,14459,6737,7720,13483,9268,4384,9466,16498,11268
9246	17018,14666,18,14565,12393,18609,8664,12349,11864,12919,8009,16066,12781,1190,13193,16354,14248,13758,7214,6646
9247	8629,11346,13017,7556,18971,7165,1795,13258,18722,17859,17090,6618,6206,13777,8976,9341,11451,10435,76,11824
9248	15645,8566,6013,16393,8873,10064,15482,17952,18808,6263,14368,16894,6774,5437,4746,4954,15904,11661,12440,16869
9249	10561,10134,16239,9947,16710,13132,8675,18777,15088,11440,10317,7562,9725,7343,7949,18875,18883,14828,11693,8153
9250	9250,8454,11862,14728,13261,11843,9652,14093,11663,9507,14162,2095,1509,14871,18569,2795,1907,12092,7911,12757
9251	9251,9153,12633,9639,10701,7991,6034,6360,15644,11904,6852,17327,6402,7442,8307,14200,9021,13987,8228,9189
9252	18968,17101,6325,8762,10126,7939,14121,9650,12424,62,1880,15060,6487,10713,12194,17336,8939,16887,4900,5107
9253	11463,9426,5536,4373,7886,17861,16512,15705,8349,3450,14709,7484,7729,6744,7215,12115,7424,14534,11622,6661
