18990	10450	42.56797790527344
18990	10756	42.2880859375
18990	18511	41.31294250488281
18990	106	41.25282669067383
18990	11890	38.653385162353516
18990	10338	38.43978500366211
18990	8899	38.12153625488281
18990	13031	37.984291076660156
18990	13580	37.38070297241211
18990	7899	37.21155548095703
18990	6542	35.934776306152344
18990	3472	33.66796112060547
18990	13732	32.635826110839844
18990	18917	31.43918228149414
18990	15156	31.35676383972168
18990	7221	31.080829620361328
18990	9548	31.080825805664062
18990	13184	30.982667922973633
18990	15176	30.974294662475586
18990	12416	30.321687698364258
18991	10734	43.692352294921875
18991	17792	42.10364532470703
18991	4032	41.533504486083984
18991	8767	40.9756965637207
18991	1485	40.58318328857422
18991	8522	40.46904373168945
18991	6291	40.25190734863281
18991	10376	39.4809684753418
18991	15409	38.39790344238281
18991	8309	38.31955337524414
18991	11205	38.12252426147461
18991	2703	37.63597106933594
18991	14218	37.35680389404297
18991	15154	37.00681686401367
18991	3161	36.82072830200195
18991	10932	36.477664947509766
18991	332	36.40778350830078
18991	11024	36.34062576293945
18991	10570	36.28349685668945
18991	10608	36.19815444946289
18992	6841	57.18331527709961
18992	11184	57.183311462402344
18992	8304	52.64509963989258
18992	15425	47.0513916015625
18992	16806	43.55238342285156
18992	6930	36.65294647216797
18992	13719	36.51047134399414
18992	12946	35.1070442199707
18992	7416	34.506919860839844
18992	14259	34.50133514404297
18992	184	34.39129638671875
18992	11037	33.45316696166992
18992	8435	33.44633865356445
18992	8479	33.14115524291992
18992	1314	33.068199157714844
18992	6080	32.80472946166992
18992	13350	32.414329528808594
18992	18147	32.164363861083984
18992	11634	31.863525390625
18992	8316	31.60161590576172
18993	15232	45.74763488769531
18993	17040	45.17619705200195
18993	13819	45.17619705200195
18993	18848	45.17619323730469
18993	17067	45.17618942260742
18993	12350	43.959564208984375
18993	17017	43.89048385620117
18993	18671	41.47172927856445
18993	13105	40.10074234008789
18993	1041	39.94027328491211
18993	1912	39.94027328491211
18993	17363	38.292362213134766
18993	2497	37.67473220825195
18993	16220	37.102455139160156
18993	5598	36.963382720947266
18993	3966	36.96337890625
18993	3182	36.56107711791992
18993	5141	36.069828033447266
18993	5692	36.006591796875
18993	2318	35.51182174682617
18994	13086	47.461673736572266
18994	12813	47.461666107177734
18994	15134	47.461666107177734
18994	18675	39.544395446777344
18994	5807	38.77711868286133
18994	16396	38.7771110534668
18994	8117	38.7771110534668
18994	7150	38.77710723876953
18994	13058	38.77710723876953
18994	17519	38.43428421020508
18994	15952	38.43428421020508
18994	10819	38.429080963134766
18994	14225	38.421546936035156
18994	14266	38.34636688232422
18994	12649	38.34636688232422
18994	17061	38.34636306762695
18994	6660	38.34636306762695
18994	12570	38.34636306762695
18994	14222	38.34635925292969
18994	17673	38.34635925292969
18995	12853	38.81987762451172
18995	18764	36.94496536254883
18995	8421	35.4898567199707
18995	15027	30.868816375732422
18995	14795	30.868816375732422
18995	2022	30.868816375732422
18995	7919	30.50794219970703
18995	12711	30.507938385009766
18995	11905	30.214136123657227
18995	12920	30.214134216308594
18995	15169	29.71453285217285
18995	6834	29.71453094482422
18995	5655	29.38578987121582
18995	13654	29.191219329833984
18995	14980	29.19121551513672
18995	13759	29.191211700439453
18995	15864	28.99216079711914
18995	14564	28.99216079711914
18995	17343	28.992156982421875
18995	1641	28.624038696289062
18996	15793	38.87347412109375
