1	10846,5144,2959,83,9945	1444,2250,4662,16982,2770,9562,5660,16522,693,1906,6743,2283,1522,13592
2	2114,216,14645,18891,1499	1128,15200,14520,15872,4664,17711,14412,2614,518,5654,15927,14175,17264,11818,8216,616,6623
3	12183,3047,5693,17639,659	5206,1087,2563,3098,5327,16616,3441,3798,3648,1141,16433,11579,16103,5741,7106,9303,5910,9267
4	15406,18489,2433,294,1854	2554,2521,15374,3965,1498,5709,7637,295,1760,16054,15064,9042,5710,5952
5	2062,936,2914,1441,2445	1661,18140,3468,5372,4785,17779,17808,5071,17956,3444,5298,1138,17514,13413,5167,9322,3466,5591,600
6	1185,142,836,2041,79	7786,3669,1168,625,3836,5827,15910,11926,426,15235,2349,17801,2792,9163,10103,12276,986
7	8489,511,477,2110,707	542,164,8931,2726,16509,11050,3010,15892,13247,15013,8986,13731,13341,5887,2267,607,7662,17505
8	11475,9576,8159,9159,9358	1465,2250,10855,12570,17061,9254,11414,9191,2537,6963,14266,14222,12649,18850,6660,17673,17926
9	17436,1513,2642,14313,61	18948,11971,2118,6468,16250,1209,17001,16582,16708,1198,12182,2267,12746,9532,16513,15563,7368,17358
10	258,15545,15962,16984,1520	7777,1285,13045,5023,11342,6433,8165,668,9852,648,1597,8122,14531,10496,1402
11	2005,1211,617,1394,6582	8766,1927,11431,17919,14035,10966,7409,17933,5949,9119,18921,2180,18118,530,17287,11164,18334,614,18792
12	17415,432,594,18297,11334	13209,15985,13924,16174,4737,17666,17952,5850,18326,5598,14675,17463,12500,3966,18325,15165
13	1619,12876,1403,1207,10236	11173,13350,15767,9381,6556,9145,9213,13349,11960
14	1142,424,3457,479,1878	6563,2505,2870,13915,16233,15206,1118,3375,7752,1701,16697,873,16824,832
15	11163,12410,16264,18705,16639	2742,14040,17245,2435,2762,6014,10131,9473,1842,7966,7102,16872,996,15847,14539
16	186,816,2348,126,513	16520,2788,1930,8945,2685,2345,1716,9468,18376,2684,2468,18053,6613,11818,15896,1067,966
17	2761,1140,1502,1380,2872	8260,1859,7780,7502,12556,11916,17087,2291,18364,17435,732,6052,1645,17925,1686,18040,14561,10467,6858
18	1190,16905,7214,14565,16066	12349,11864,9419,12958,18609,8664,3891,12781,481,6646,14515,9246,13121,661,12393
19	1748,17185,17039,1220,221	13596,3312,5394,12895,2952,3658,9257,12209,3083,2894,16090,4469,115,3659,5310,17603
20	6565,1106,522,2056,1867	1083,15748,17882,14203,2785,11706,720,2571,7272,13286,8909,6179,9649,14308
21	1527,1273,1588,2930,1866	13850,2704,728,910,15380,2915,2262,2655,9215,2343,4294,18975,755,1779,916,17601,8893,2238
22	11762,13061,14953,8521,15711	2513,5955,16923,11725,110,10807,16493,1100,13737,12124,11878,16574,18798,2289
23	13398,1071,2931,1429,2046	12719,13399,17394,8672,14350,1958,18888,1681,8907,1943,8387,2586,18365,2075,9228,15749,18913
24	2542,859,8976,10268,14348	13448,2306,13222,6397,9220,2767,15736,1772,11257,7634,1816,284,17905,523,10377,6864,8502,18243
25	656,406,1542,11625,351	7869,17387,10597,14034,5069,3609,3127,15373,18781,3126,4855,4587,16836,17270,16087,15423
26	7239,7665,361,1909,10002	3987,13850,14152,18523,728,910,2704,755,2343,9900,11121,21,18616,18683,10984,916,2238
27	2684,11943,823,8995,1842	9723,14781,15175,14706,18987,10296,9654,11779,14188,12771,10777,15259,18267,10295,6706
28	9041,16242,14736,10273,16784	9723,14781,15175,14706,18987,10296,9654,11779,14188,12771,10777,15259,11943,18267,10295,8995,6706
29	11725,8521,22,9569,7925	13061,15585,15711,11762,18464,11701,5955,15815,7058,11236,18338,13737,12832,18647,18527,89
30	1261,14252,6589,6326,16470	777,17486,2004,16181,5665,2760,5175,15631,8562,3801,11612,7934,15565,669,6798,1864,12830
31	14711,731,8636,9796,2510	18392,10997,2708,12727,6605,18294,12902,14115,7504,13641,1555,15358,13343,9476
32	1554,9715,1500,13907,7545	4075,11430,194,10537,2842,14540,11823,7979,14263,2530,2873,2531,1346,13185,12486,6487,4763,4221,2834
33	2251,632,13990,15637,6537	2943,18412,16871,18036,2091,10593,3248,15427,1412,16409,18484,15755,11848,11357,8342,16817,18129,15307
34	14609,331,13639,1756,16329	9762,2677,558,1565,2476,7184,7645,9698,6531,1105,988,659,1356,2486,7543,2989,1968
35	2913,334,1559,1203,1541	14951,12252,14627,10997,17168,1400,11672,1265,6340,9680,10811,6438,6569,9642,18519,1998,14881
36	2724,1966,1058,2836,405	10708,5787,11901,11181,12688,3771,817,1405,13966,2149,9111,17353,3772,16209,8188,14881,10326,1617
37	2019,6444,6477,12452,14235	331,3287,15832,16550,7749,5170,11127,18226,4949,17595,328,12634,2084,8136,330,17609,6401,16466,7832
38	3896,9844,1835,13267,147	1902,5153,17750,1204,5154,9403,1211,5542,1903,1394,8178,16260,4561,8614
39	1790,97,2556,14469,9759	1700,1338,2698,12461,12995,1395,2008,608,921,1438,1824,425,282,901,13075,1672,679,741
40	775,745,17107,6586,8759	2143,774,421,863,1687,1709,1756,1754,797,1849,2132,1135,1755,15045,7226,2502,2886,1846
41	1021,174,1722,2709,725	495,954,106,5937,7899,475,2640,13580,10338,4162,726,8899,5628,14955
42	437,2477,2662,5456,1567	2148,1987,578,458,2822,75,1165,13166,17217,2868,6168,15782,100,17460,2012,463,13853,1578
43	93,1871,13380,10228,460	10355,11032,14438,7225,17340,4002,17296,7007,4689,12730,13290,15591,7625,16864,7171,4617,10354
44	309,703,2378,7175,7099	3919,17371,3006,3585,3391,17795,11946,3865,14682,17722
45	2691,16105,3351,16981,5714	9413,10909,5334,11591,18222,4773,11910,16240,6096,7739,5405,17778,17777,14476,7440,3413
46	4756,814,398,6566,2670	1996,1054,4719,11491,189,311,13699,568,4410,8068,1799,4894,3017,654,2728,1302,8111,329
47	2855,240,13662,8441,7683	1798,16315,2926,7529,12240,16466,126,328,18857,17014,16550,2490,544,13293
48	584,427,142,1185,2349	11317,13491,13291,15467,1800,6008,8770,18936,18123,5009,14874,9524,6025,172,16607,4279,9009,13324
49	2610,1904,1730,620,1259	10523,2855,8441,695,16779,10078,933,14799,9878,1154,17014,16955,9691,431,17448,7750,12584,2660
50	6157,4789,14632,16507,197	3515,17055,5457,15638,1665,5210,1656,3395,1039,5058,5108,4398,3014,12976,2377
51	2329,13179,15820,596,8650	7926,16276,12436,12543,8772,7182,2912,10763,17042,10333,7238,9289,2544,832,10857
52	15650,12555,1446,407,1229	8896,13371,4595,17840,16038,10292,11097,10387,4404,6306,10595,8278,8261,14714,17929,4258,13082,18500
53	1099,4554,17765,11629,17358	3307,5086,3081,1393,12972,17742,2644,5546,3362,10890,16991,14467,2081,7340,4057,617,5085,1147
54	16560,11909,15837,12304,9744	18050,14910,10865,12418,9975,18862,12933,12038,5697,10540,3702,7744,17312,17262
55	12066,247,4730,4341,3399	17992,13984,4562,15976,13608,16899,3840,18142,10416,12990,5492,14608,7237,13762,7279,6453
56	980,527,1081,806,936	14029,10128,6693,2019,171,18947,16673,2384,9144,6444,13744,10807,12472,16624,13745,15335,18621,9532
57	98,13842,12765,482,231	5981,11175,1041,2318,6105,12132,1912,4118,16625,13548,16901,4174,2497,15382,2997,4215
58	794,100,1697,2484,1567	14117,7977,5418,3123,5331,6355,15804,9387,15966,8281,7383,10796,6061,15671,14116,582,10047,3936
59	14686,2217,1711,520,1771	6372,7759,657,10275,7659,906,11324,18862,8251,12237,14456,1173,11617,394,12713,559
60	1721,2429,2376,1266,746	6437,730,167,2406,7035,7779,5993,784,519,13139,1236,591,615,2412
61	15846,2642,352,14313,396	10117,11071,12661,2118,849,459,17001,10118,2126,10344,10571,7403,15318,834,18166,385,11971
62	1880,4900,9252,5107,8424	4619,10024,11227,10631,14121,5908,7939,11453,13248,17101,16386,5907,17036,3350
63	12262,1564,1199,10870,11504	3539,3916,10945,10534,18418,9385,17151,7837,18381,7756,16176,3357,9601,4812,11341,5387
64	1230,2882,262,757,1826	14484,12710,13577,6723,12285,18342,909,14010,1463,9463,13268,13953,5965,12356,17031,13826,14658,12420,12284
65	3292,1127,3091,5727,3652	18496,5513,7731,18,10498,10426,3691,12326,13981,7641,481,17924,670,661
66	2096,2597,17376,9685,10663	909,8333,6104,16321,5657,1821,3181,18380,13442,14123,1572,136,8016,17002,14546,5828,8453,10902
67	1441,936,2001,2445,2914	2942,3405,4687,16149,3700,4584,4079,4239,4621,3815,4604,17598,6827,3680,7517,10051,2948,4847,16563
68	11034,14653,15874,257,13741	6042,1800,2026,17259,6008,10933,232,6850,1560,427,2053,6981,172,48,1254
69	407,1446,15898,18447,52	16518,15532,4027,9995,14736,4505,16535,4099,7372,7716,11194,6573,18593,14735,3136,5762
70	2370,15490,1889,18471,2559	11240,1452,10785,12042,7501,13646,1940,17025,2493,3045,1651,15685,9114,7684,2035,17669,11597
71	15296,377,190,17773,3552	14101,10439,3080,6344,4975,16001,4332,11204,3103,18320,4716,3412,5065,4195,16117,5634
72	1674,1851,2897,14090,9796	15872,14412,8216,272,13054,13122,11353,11276,12878,8846,10342,1426,14868,14175,10277,12275
73	2354,836,2932,397,1185	480,16394,17359,6739,151,9076,7224,584,6738,909,364,1411,18642,154,374,773,1463,79,438
74	969,2908,17257,9930,5915	796,251,10186,1984,15993,9677,3655,10749,18220,13396,12643,181,14395,11919,1596,691,16269,13189
75	1094,418,2360,461,2230	17533,1814,10456,8797,2392,7338,2477,8553,1137,12191,2148,1901,17009,1806,17628,1985,8327,1607,964
76	11824,16262,14902,18722,9341	17576,17577,10473,11518,15103,8479,14422,15067,17090,14439,12344,9674,15439,11825
77	9540,14731,7851,8142,6333	12252,17325,10196,2489,6438,2869,12235,1332,1254,691,289,12963,14951,6867,14627,2501,9729,711,885
78	728,1481,2280,1232,18578	11240,2689,14451,3013,704,1940,15492,13835,7462,795,15491,2874,1429,1357,506,8341,1233,10084,2688
79	217,836,1185,142,1842	10517,480,909,151,364,1411,779,154,1463,73,14420,374,773,584,785,438,13672,13778
80	8498,14850,15218,3908,8841	9024,5157,4681,4428,7284,9774,6279,17139,13832,6727,13499,15970,7285,13162
81	4383,18419,11793,4471,5886	15245,11355,17525,3537,17487,2444,10960,6751,3923,15846,3924,16034,61,2642,14914,11666,10571,11958,8630
82	17734,11647,2831,16475,15599	7882,9770,17592,16654,12136,11239,17321,10888,8657,8864,10885,7691,13366,18534,10546
83	2283,1,1946,1906,10846	7141,678,5006,4662,10978,3271,5144,5660,9945,18107,1120,2959,2390,8383,8094
84	6059,1711,10587,2509,2902	1761,3018,15739,14145,7247,5440,3732,4389,10527,4259,3152,11149,1937,10305,3082,10725,10302,7024
85	1441,2001,936,580,1242	4687,17984,3701,1796,8164,395,9849,2421,6891,307,8209,7908,7803,5938,1464,3758,4847,16490,4574
86	1531,2471,1891,1802,1311	495,2243,8933,4483,1056,11352,2225,14129,16769,1221,16483,1635,1190,13612,2255,8005,2260
87	174,4162,1722,41,2709	419,2511,2409,1652,2321,2448,7052,1278,1050,2721,2464,10306,2164,1691,2582,6135,12052,2207,17602
88	274,14577,14875,1451,3213	7351,17419,4048,16143,10251,10324,12913,6944,6571,4433,14402,7671,14403,3942,12188,6943
89	10764,7363,18628,12538,11367	13061,11762,13938,11725,6970,9755,13995,16574,13877,13737,12124,11924,11878,29,10461,12396,9222,18057,8521
90	2060,2445,14370,16544,6635	12252,676,7089,4735,6438,9619,2259,7025,18444,12770,14092,15698,9105,14627,8213,2501,8409,16887,11329
91	5075,1399,1256,624,1131	14996,4625,1454,1416,1415,333,8035,1794,1048,2270,3005,320,1247,2741,1060,12991,1910
92	1093,163,748,7039,536	12451,5680,9651,10644,8029,16913,835,1524,5298,429,5167,454,5882,16248,5071,1661,18140,8351
93	1871,43,13380,10228,8550	10355,11032,14438,7225,17340,4002,17296,7007,4689,12730,13290,15591,7625,16864,7171,4617,10354
94	2804,11757,13699,4108,4546	1599,558,4594,1204,2526,3895,988,1683,16106,3690,17060,2196,1356,636,1105,1968,15219
95	13405,12101,9614,15600,13301	1599,558,4594,1204,2526,3895,988,1683,16106,3690,17060,2196,1356,636,1105,1968,15219
96	2423,2101,864,1640,2048	18599,13815,13640,8222,11285,11058,15609,13163,9595,10200,13562,13721
97	9528,2914,14774,580,9805	2410,6117,8213,2735,9506,14503,7089,5284,8156,14092,18165,18536,14169,6772,8145,3575
98	57,13842,482,12765,231	5981,13782,6105,17443,8458,4118,16625,13548,16901,14921,17038,4174,3982,7723,15382,2997,4215
99	1515,1743,8763,16,2348	13906,9035,5855,13790,9845,7649,11460,8714,14446,998,8648,7102,8985,11875,15847,15863
100	58,2484,1697,794,2738	1987,578,2640,13809,11643,4645,18839,2822,6063,7436,10248,6572,3983,3984,1578,6765,101,16309,1406
101	467,835,691,1578,10515	9487,954,17555,5628,2869,2662,2115,4865,2752,8067,1567,1331,5775,253,4421,3536,1244,1442,5853
102	2090,951,799,2184,1949	13875,2936,11586,2217,8691,6329,9113,520,12713,59,3589,738,8807,394,1170,537,148,8251,7793
103	9789,17432,13788,7416,16565	17411,7972,10936,7563,18900,17261,9162,12930,11208,7818,17178,18682,9140
104	8895,1473,13757,11531,1652	10306,419,2511,7052,2409,2164,1278,1050,1691,12052,17602,2582,2207,2321,2448,2721,6135,2464
105	2870,1072,2329,1378,596	2696,1252,1167,6158,1608,15097,1382,2918,8168,11645,12776,2546,17043,6086,2234,15527,10653,15177,7275
106	10338,13031,10450,13580,10756	2465,10927,17103,12853,7899,6624,18511,9703,9695,726,8899,11890,8421,17570
107	15943,3164,2894,6677,13596	3846,3383,15974,3542,3201,14993,4436,9763,5729,3165
108	5863,11104,1653,1096,2435	6185,3538,13487,17565,4781,6376,15952,18201,13652,5939,14704,6393,1137,11952,4401,4270,13197
109	1203,10365,1541,15362,1559	8171,13547,13999,35,4765,1421,18684,1265,17064,13974,11117,10997,13529,13401,940,18802,9642,1519
110	2513,13938,1100,14953,2289	16766,10461,15711,5955,16923,10719,10807,16493,16624,12124,11878,16574,18621,5912,18798
111	6275,11287,6812,16710,11440	11380,16898,2019,11733,16995,14554,11046,14409,7999,10071,7852,18340,9343,10953,5884,12859,12192,18588
112	2827,493,13798,12919,13284	14311,13285,13607,4882,8234,6228,8282,13656,6699,9340,6774,17562,8993,16082
113	8322,58,794,2738,1697	17464,1567,101,578,2029,5331,2640,2299,2752,15966,168,1476,437,2764,9930,1244,1578
114	308,4558,13454,11084,2788	17464,1567,101,578,2029,5331,2640,2299,2752,15966,168,1476,437,2764,9930,1244,8322,1578
115	1102,2007,2372,1986,2280	13841,2952,17161,3083,12050,12456,7929,17603,2373,18827,9257,12209,14431,12597,14964,2362,1134,14629,19
116	16079,3251,13538,13170,8093	17004,3502,6845,18911,3698,16450,3798,8796,15907,10382,14626,7002,13043,15208
117	14226,11499,18720,17894,17938	4927,13239,16180,17895,8447,5416,3263,17268,5411,5642,17203,7835,4948,4070
118	532,2224,3351,16105,45	3768,4152,14038,13171,18731,15647,13459,13381,7330,14410,1679,10760,7329,16846,14214,3101,14309,17020
119	17023,13518,2487,14236,8608	4395,3453,4521
120	1356,5980,1049,1968,2192	4395,3453,4521
121	218,1218,14437,8295,14807	2379,17712,5671,1418,4056,3887,1108,908,6634,177,5045,3143,4466
122	763,158,1168,10191,678	9877,6843,14543,13514,16980,7593,6278,11773,15032,9457,10419,12549,6724,17267,5778,7434,8125,17991
123	11799,1386,12847,2235,9099	13653,17775,10052,13701,485,15034,17691,3061,2812,2069,2201,9933,6093,4456,3464,15536,514,2699
124	14552,2454,2508,2434,1282	7925,15272,2336,7324,13747,9897,18828,18718,17909,7940,15796,16307,1085,7015,12574
125	271,14474,13087,15720,16055	5930,5306,11069,2561,10980,12656,13424,6103,14549,18485,633,881,17796,11322,13888
126	2348,7529,16,2729,816	1798,2926,12240,720,9873,18857,721,13662,1862,1830,18115,47,2490,18845,1639,1512,13293
127	1223,977,1374,728,755	12273,6343,18403,11761,8775,17883,9102,14012,18083,8692,17126,7232,7696,7231,8831
128	1059,809,1549,2117,6918	8929,6789,6614,7566,8605,672,5520,4010,918,11778,17546,7118,5422,7048,16793
129	343,2695,1277,1749,18309	11849,10875,14572,9862,15136,15417,14551,15550,13857,17248,6592,14552,10700,7367,3961,13511,9018
130	2612,2257,2217,1459,1441	1482,10081,9489,2025,8442,5368,1995,14932,12797,4087,5989,5594,5367,6993,10401,14085,2808,9663
131	357,2591,931,1436,1877	3106,1868,3193,2599,2805,2017,3747,17657,153,1869,3192,3990,14843,3624,8406,1109
132	14812,15443,1559,1488,16862	14349,14017,10607,18614,11615,9656,14700,14803,18508,14718,5814,11896,9952,13301,16494,11219
133	13059,2732,847,2747,16598	1310,1905,1204,2439,5497,1434,2534,4410,640,712,3934,5594,10920,1747,2071,7957,559,15066
134	4249,1704,752,2851,1843	14411,6938,4496,11928,4723,10243,5956,15724,13278,7260
135	1057,15180,2828,3147,13624	7457,11737,8785,16994,18570,13581,4162,12838,353,7305,7707,8390,3274,1354,586,15093,926,1140
136	2659,541,8453,8016,8333	66,16321,5657,1821,3181,18380,13442,14123,10078,431,17002,14546,9691,10663,5828,10902
137	160,1197,1784,2923,35	3018,324,1771,657,2374,9829,18526,10703,2859,4246,244,13435,2024,1636,2150,7540,9438
138	2847,10411,1069,2233,877	1219,12800,14424,18945,666,14469,13715,12230,1043,254,1026,2092,1670,18919,808,12037,14384
139	13955,10478,8733,15463,487	9707,915,2524,340,1033,2174,1284,15457,1334,9543,10244,18679,8768
140	18773,810,3265,15834,17347	9707,915,15463,340,2524,1033,2174,1284,15457,1334,10478,8733,9543,10244,18679,13955,8768
141	1096,2435,1287,2742,1653	9096,16728,7822,8077,6048,7304,6972,8381,8672,5969,13573,17427,10400,6070,18913,16497
142	1185,6,836,79,1842	7786,3669,1168,625,3836,15910,11926,426,2548,2349,17801,2792,9163,10103,12276,986,404
143	758,2530,2628,1550,2811	1329,5826,1577,10612,1313,4909,6471,13811,11828,2531,708,10337,11950,8794,11829,6799
144	4411,9017,14465,7697,16275	5114,6952,363,5794,18742,4425,7093,14733,8752,13545,14255,13032,13561,18899,5605,14460
145	1909,1230,26,1372,2664	3838,17813,6824,3510,8828,4352,15444,14433,3200,8210,12848,3915,5519,4890,7993,4477,9832,4011
146	8223,1372,1487,1230,2189	16870,2743,18344,2876,8320,10855,803,11414,9428,9191,6748,2627,1359,18448,563,12690,17875,13805
147	1835,13267,16260,38,848	1902,982,13114,1204,16790,3896,7127,1211,5542,1903,1394,13665,14467,14335,4561
148	738,559,2560,799,1808	1170,537,2442,2936,102,10403,520,14686,59,6329,3589,12237,7793,394,12713,2150,1949
149	13232,13935,18439,11970,4675	3722,3379,4703,1911,4593,12184,17508,4555,2783,17785,16089,1097,5290
150	217,79,2041,3656,836	480,17245,10584,1890,10591,151,1876,9644,2669,11608,13567,579,15244,7136,374,11106,13986,8279,10148
151	2786,2610,2041,2335,18845	480,9559,584,909,364,6663,1411,154,73,374,773,1463,79,779,836,6708,876,785,438
152	2137,1006,1648,1439,770	12442,13919,13991,6627
153	2128,2017,11058,13163,2048	131,5040,2599,5203,2591,3747,17657,5008,4055,1520,5283,3990,14843,931,1735,3624,8406,3106
154	1862,2618,444,2641,2202	480,7452,151,8024,584,909,364,1411,7632,73,374,773,1463,1447,79,2756,779,785,438
155	11786,11708,9018,6317,7406	14056,6882,7354,9380,18594,7038,8590,534,13320,11787,4841,1530,10979,14949
156	981,9034,15198,4486,4468	570,1926,539,900,5834,500,2190,2520,2449,737,2328,2515,902,2327,2326,497,11802,1811
157	1830,18561,4740,360,4597	2294,2817,4703,149,4748,4593,1708,204,17508,2583,768,13232,11970,4675,2916,17785,1425,2687
158	1168,1593,122,678,14035	83,6701,18198,13007,6077,12891,11345,18107,15701,2868,9002,2283,1120,584,8383,1477
159	2162,810,2342,3265,140	678,1168,6701,18198,13007,83,6077,12891,11345,18107,15701,2868,9002,2283,1120,584,8383,1477
160	137,1784,1197,1559,334	7141,678,17606,1434,8057,1234,2283,10103,7880,5006,4371,17037,234,9899,83,3271,2565,1120,2322
161	2669,820,2246,1055,10666	909,13112,13910,18728,1532,1411,1231,9321,9839,13742,136,14513,15868,1154,1463,10178,1487,11397
162	10312,7328,12138,18860,12595	14051,14151,12734,13999,15579,17086,18606,14303,11894,9667,17441,8123,11918,8533,13611,9160,6912
163	536,7523,960,939,2842	978,1122,400,1554,440,1290,1688,423,2424,1732,727,2404,382,1751,2220,1523,722
164	13341,7662,607,1539,2159	542,8931,2726,11050,16509,3010,15892,13247,15013,8986,13731,7,2267,8489,5887,17505
165	2162,721,1357,159,810	1422,8318,9941,8051,12810,8688,12215,8341,927,5833,7462,9939,18148,9913,10388,11714,457
166	276,1295,2823,4493,2254	2677,1565,4594,1599,2476,636,2526,16062,3895,659,1683,16106,3690,17060,2196,3943,2486,15219
167	2429,1721,746,2406,14541	7035,730,7779,2258,60,784,5993,1529,2376,519,591,1526,1351,13139,2161,1710,1236,2710
168	11641,2299,1984,1269,12303	17690,18071,1014,578,2640,7589,4984,17689,5168,4767,16966,16102,2764,5218,15092,18421,1578
169	272,562,14406,17674,5284	18205,2909,7361,5481,15774,12984,11888,14408,13810,12186,17193,13566,12469,370
170	1326,1707,1020,1710,13210	566,18402,1721,2258,784,1526,2008,15713,1432,14053,17256,1236,12461,8954
171	2006,7788,6969,12756,476	10128,12628,2049,2384,76,806,16445,2656,2428,1133,7600,2907,6957,10710,959,1559,2906,18436,17317
172	2427,8587,18936,12533,444	1800,2026,48,541,6008,15477,8770,13934,1560,13982,17105,6981,6850,427,2261,16607,1254,13215
