1	10846,5144,2959,83,9945
2	2114,216,14645,18891,1499
3	12183,3047,5693,17639,659
4	15406,18489,2433,294,1854
5	2062,936,2914,1441,2445
6	1185,142,836,2041,79
7	8489,511,477,2110,707
8	11475,9576,8159,9159,9358
9	17436,1513,2642,14313,61
10	258,15545,15962,16984,1520
11	2005,1211,617,1394,6582
12	17415,432,594,18297,11334
13	1619,12876,1403,1207,10236
14	1142,424,3457,479,1878
15	11163,12410,16264,18705,16639
16	186,816,2348,126,513
17	2761,1140,1502,1380,2872
18	1190,16905,7214,14565,16066
19	1748,17185,17039,1220,221
20	6565,1106,522,2056,1867
21	1527,1273,1588,2930,1866
22	11762,13061,14953,8521,15711
23	13398,1071,2931,1429,2046
24	2542,859,8976,10268,14348
25	656,406,1542,11625,351
26	7239,7665,361,1909,10002
27	2684,11943,823,8995,1842
28	9041,16242,14736,10273,16784
29	11725,8521,22,9569,7925
30	1261,14252,6589,6326,16470
31	14711,731,8636,9796,2510
32	1554,9715,1500,13907,7545
33	2251,632,13990,15637,6537
34	14609,331,13639,1756,16329
35	2913,334,1559,1203,1541
36	2724,1966,1058,2836,405
37	2019,6444,6477,12452,14235
38	3896,9844,1835,13267,147
39	1790,97,2556,14469,9759
40	775,745,17107,6586,8759
41	1021,174,1722,2709,725
42	437,2477,2662,5456,1567
43	93,1871,13380,10228,460
44	309,703,2378,7175,7099
45	2691,16105,3351,16981,5714
46	4756,814,398,6566,2670
47	2855,240,13662,8441,7683
48	584,427,142,1185,2349
49	2610,1904,1730,620,1259
50	6157,4789,14632,16507,197
51	2329,13179,15820,596,8650
52	15650,12555,1446,407,1229
53	1099,4554,17765,11629,17358
54	16560,11909,15837,12304,9744
55	12066,247,4730,4341,3399
56	980,527,1081,806,936
57	98,13842,12765,482,231
58	794,100,1697,2484,1567
59	14686,2217,1711,520,1771
60	1721,2429,2376,1266,746
61	15846,2642,352,14313,396
62	1880,4900,9252,5107,8424
63	12262,1564,1199,10870,11504
64	1230,2882,262,757,1826
65	3292,1127,3091,5727,3652
66	2096,2597,17376,9685,10663
67	1441,936,2001,2445,2914
68	11034,14653,15874,257,13741
69	407,1446,15898,18447,52
70	2370,15490,1889,18471,2559
71	15296,377,190,17773,3552
72	1674,1851,2897,14090,9796
73	2354,836,2932,397,1185
74	969,2908,17257,9930,5915
75	1094,418,2360,461,2230
76	11824,16262,14902,18722,9341
77	9540,14731,7851,8142,6333
78	728,1481,2280,1232,18578
79	217,836,1185,142,1842
80	8498,14850,15218,3908,8841
81	4383,18419,11793,4471,5886
82	17734,11647,2831,16475,15599
83	2283,1,1946,1906,10846
84	6059,1711,10587,2509,2902
85	1441,2001,936,580,1242
86	1531,2471,1891,1802,1311
87	174,4162,1722,41,2709
88	274,14577,14875,1451,3213
89	10764,7363,18628,12538,11367
90	2060,2445,14370,16544,6635
91	5075,1399,1256,624,1131
92	1093,163,748,7039,536
93	1871,43,13380,10228,8550
94	2804,11757,13699,4108,4546
95	13405,12101,9614,15600,13301
96	2423,2101,864,1640,2048
97	9528,2914,14774,580,9805
98	57,13842,482,12765,231
99	1515,1743,8763,16,2348
100	58,2484,1697,794,2738
101	467,835,691,1578,10515
102	2090,951,799,2184,1949
103	9789,17432,13788,7416,16565
104	8895,1473,13757,11531,1652
105	2870,1072,2329,1378,596
106	10338,13031,10450,13580,10756
107	15943,3164,2894,6677,13596
108	5863,11104,1653,1096,2435
109	1203,10365,1541,15362,1559
110	2513,13938,1100,14953,2289
111	6275,11287,6812,16710,11440
112	2827,493,13798,12919,13284
113	8322,58,794,2738,1697
114	308,4558,13454,11084,2788
115	1102,2007,2372,1986,2280
116	16079,3251,13538,13170,8093
117	14226,11499,18720,17894,17938
118	532,2224,3351,16105,45
119	17023,13518,2487,14236,8608
120	1356,5980,1049,1968,2192
121	218,1218,14437,8295,14807
122	763,158,1168,10191,678
123	11799,1386,12847,2235,9099
124	14552,2454,2508,2434,1282
125	271,14474,13087,15720,16055
126	2348,7529,16,2729,816
127	1223,977,1374,728,755
128	1059,809,1549,2117,6918
129	343,2695,1277,1749,18309
130	2612,2257,2217,1459,1441
131	357,2591,931,1436,1877
132	14812,15443,1559,1488,16862
133	13059,2732,847,2747,16598
134	4249,1704,752,2851,1843
135	1057,15180,2828,3147,13624
136	2659,541,8453,8016,8333
137	160,1197,1784,2923,35
138	2847,10411,1069,2233,877
139	13955,10478,8733,15463,487
140	18773,810,3265,15834,17347
141	1096,2435,1287,2742,1653
142	1185,6,836,79,1842
143	758,2530,2628,1550,2811
144	4411,9017,14465,7697,16275
145	1909,1230,26,1372,2664
146	8223,1372,1487,1230,2189
147	1835,13267,16260,38,848
148	738,559,2560,799,1808
149	13232,13935,18439,11970,4675
150	217,79,2041,3656,836
151	2786,2610,2041,2335,18845
152	2137,1006,1648,1439,770
153	2128,2017,11058,13163,2048
154	1862,2618,444,2641,2202
155	11786,11708,9018,6317,7406
156	981,9034,15198,4486,4468
157	1830,18561,4740,360,4597
158	1168,1593,122,678,14035
159	2162,810,2342,3265,140
160	137,1784,1197,1559,334
161	2669,820,2246,1055,10666
162	10312,7328,12138,18860,12595
163	536,7523,960,939,2842
164	13341,7662,607,1539,2159
165	2162,721,1357,159,810
166	276,1295,2823,4493,2254
167	2429,1721,746,2406,14541
168	11641,2299,1984,1269,12303
169	272,562,14406,17674,5284
170	1326,1707,1020,1710,13210
171	2006,7788,6969,12756,476
172	2427,8587,18936,12533,444
173	2165,1507,1790,10933,3087
174	1722,1021,2709,41,725
175	1207,12876,1619,292,13433
176	650,2161,16372,3169,13822
177	10991,11840,6620,18164,15805
178	2318,6561,18479,2051,1263
179	210,356,10063,1622,750
180	760,9758,11858,785,18227
181	468,1283,450,13309,6339
182	1205,4412,2974,14034,13856
183	6118,14963,9431,17094,13847
184	9041,28,10273,14736,18231
185	13117,17593,612,12282,5740
186	16,816,1716,2684,513
187	1353,2804,13699,931,1877
188	1030,1600,2351,2784,642
189	11637,15555,8385,6956,12564
190	377,2711,17331,71,17773
191	961,4351,3858,5674,6020
192	17365,10184,10173,14160,6370
193	2047,594,432,4142,1633
194	634,1084,990,1934,8475
195	1438,736,1758,13075,7769
196	2536,420,16449,11686,8141
197	2377,12102,4789,2364,16507
198	2236,8133,11433,14566,15803
199	13496,12940,2889,1861,52
200	8780,18278,15294,12481,16115
201	9181,15879,1032,15688,3056
202	1605,456,13307,1321,14063
203	2407,4313,16084,3635,15284
204	4206,360,2583,12123,17050
205	1747,2747,7446,2071,11209
206	307,1441,2257,1081,1795
207	7968,18090,18041,1918,3978
208	2068,1297,7234,13455,1027
209	8144,2760,8097,1833,10437
210	423,750,1537,1381,356
211	1913,268,277,1612,2153
212	1836,12553,4628,426,4197
213	855,1132,616,2614,4465
214	13750,15577,485,2235,1386
215	1204,18210,2241,17705,5700
216	14645,1499,14412,8216,577
217	79,150,836,6,2041
218	121,1218,8295,14437,14807
219	219,18405,7538,2469,12701
220	2864,13827,11372,12495,2490
221	1220,7981,1425,2144,2881
222	2089,2890,10630,3023,10037
223	5873,2544,16345,10111,724
224	1290,536,1146,1098,888
225	631,2221,335,923,7945
226	5441,18920,8996,2277,1048
227	7381,14909,16168,3490,5675
228	17082,590,5376,17346,15716
229	1398,2835,788,15065,4311
230	15401,452,574,11544,846
231	482,3323,1298,4014,14739
232	1740,273,1896,1,20
233	1980,1386,2235,9778,815
234	2169,327,1646,18605,8324
235	15383,2844,13065,3153,16127
236	5140,821,12401,2867,4211
237	1927,1168,17219,1593,158
238	10270,13887,12733,15347,1471
239	740,1878,2719,962,16697
240	2855,7683,47,8441,13662
241	389,16567,2437,441,2904
242	9970,15120,10828,7159,2880
243	440,2900,978,1461,1098
244	433,1643,537,1711,841
245	13673,15193,15464,16325,9588
246	1337,618,14911,10244,10507
247	55,4730,12066,4341,3399
248	2215,17034,1540,1723,15915
249	469,2791,12446,9972,13440
250	1365,12607,4492,10835,3162
251	14379,3376,1629,691,8789
252	6976,6588,2180,614,11498
253	1941,16189,17615,1037,4434
254	2396,2304,1673,2847,1670
255	767,2766,121,3043,1218
256	2823,1295,2072,362,18760
257	68,14653,17384,14657,15824
258	10,15962,15545,16984,6433
259	373,2783,2887,1911,2313
260	8682,692,896,12456,17364
261	14590,7874,9242,17873,18956
262	2882,649,572,1733,1826
263	13195,2919,471,1588,14227
264	1493,1389,16850,2677,12504
265	17243,12382,11439,17118,10578
266	1296,864,1640,2048,18902
267	12047,15541,5959,5075,14033
268	1441,67,211,2445,689
269	4742,4253,4760,5613,4346
270	1419,15487,1015,10262,6103
271	125,14474,13087,2599,15720
272	169,562,14406,1426,17674
273	940,693,1740,20,720
274	14577,88,14875,12188,3213
275	905,2038,2188,938,2799
276	1295,2823,2254,166,362
277	2872,2257,2280,211,1379
278	7455,16744,853,13432,4347
279	1733,645,572,262,787
280	1668,3725,12014,5131,4901
281	1761,1858,2609,13479,12879
282	12917,15400,15247,90,365
283	1487,2287,2053,14502,9672
284	2050,7333,428,14856,11124
285	685,2860,2532,2733,892
286	2436,2327,1156,1622,2615
287	2360,1094,75,461,418
288	2219,1352,790,2139,860
289	885,816,513,16,13678
290	12929,857,1342,2929,5344
291	14520,1128,616,2317,2614
292	1207,12876,1403,175,13
293	1242,10104,1081,307,1497
294	7637,2433,1854,1976,15406
295	12106,5556,11787,14593,7285
296	7298,15434,14205,16908,10568
297	12624,12869,4927,17329,1504
298	8400,16830,13894,17361,5338
299	2924,2867,1847,14691,12616
300	704,2403,453,2496,935
301	1437,2178,10873,10706,15598
302	17767,4183,16595,18753,17845
303	925,17189,2233,15460,13962
304	18967,957,3073,13658,3274
305	9052,18238,10216,14845,16758
306	2003,1766,15516,11237,17068
307	293,2445,206,1081,1734
308	4558,114,13454,2788,11084
309	44,703,2378,7175,7099
310	338,510,1299,2138,2447
311	2273,3174,13932,2678,10810
312	11822,10892,16293,12400,17318
313	16064,4919,4961,653,6554
314	4035,15601,1724,2775,12190
315	18712,1670,975,12634,1387
316	528,1698,1040,14976,1983
317	1176,756,804,2438,2562
318	3513,10630,3748,3011,4591
319	1971,18578,1502,980,1856
320	1586,2266,5441,612,14935
321	433,537,912,1734,307
322	505,8477,1967,9663,12374
323	1249,698,325,5892,16974
324	1821,2641,1862,12539,1154
325	1249,323,698,5892,7028
326	1420,2286,1407,476,428
327	234,2169,1646,8324,1896
328	569,1102,1419,2372,2316
329	10145,16213,568,1054,7488
330	1122,1461,978,408,2842
331	2128,8362,11058,266,9751
332	2743,782,2789,1762,896
333	8637,2644,10374,814,16964
334	35,1381,1559,1203,1427
335	631,2221,225,923,16640
336	16414,17045,17024,12298,17440
337	1739,1479,1597,1256,2311
338	310,510,1299,2138,2447
339	2177,2160,1329,530,1617
340	18679,2524,11467,487,987
341	11133,611,7067,6653,13606
342	633,10980,2722,4664,2614
343	129,2695,1749,1277,11847
344	959,162,1133,12311,17379
345	12870,3412,10545,5399,15388
346	843,4780,2902,689,1711
347	1462,5075,1910,1247,2270
348	2632,15596,9456,16146,4664
349	8771,6143,15129,12453,10586
350	480,1019,423,1484,14300
351	2295,406,2883,1516,2734
352	1977,14313,2642,7421,12746
